t,M(t)
0.0,1.0
1.0000000000000007,0.9495786394375668
2.0000000000000013,0.8523688357453636
2.999999999999891,0.7492445699581436
3.999999999999781,0.6536829473048203
4.999999999999671,0.5694830614273816
5.999999999999561,0.497014415608096
6.999999999999451,0.4354291191630824
7.999999999999341,0.3834994270523845
8.999999999999675,0.3399445154770506
10.000000000000009,0.3035554208603394
